# Разговорная частота слов, измеренная миссией tt-dict-accept одним проходом по корпусам.
# Одна строка — слово и число его вхождений в обучающей части разговорных корпусов ПОСЛЕ
# фильтрации (`research/corpus/filters.py`). Ровно эта величина стоит в колонке `train_freq`
# очереди приёмки; здесь она есть и для слов, которых в очереди нет, — для тех, что уже стоят
# в поставляемом словаре.
#
# Зачем этот файл коммитится. Досье разделяет два вопроса: СОСТАВ словаря режется вторым
# независимым источником, ЧАСТОТЫ берутся из всего корпуса целиком, включая OpenSubtitles.
# Значит разговорную частоту надо прибавить и поставляемым словам тоже, иначе шкалы
# расходятся: у новичка частота из 482 млн токенов субтитров, у старожила — из письменного
# Leipzig. Первая сборка этой миссии так и ошиблась, и на префиксе «пап» тройка стала
# `папочка|папин|папочку`. Без этого файла пересборка требовала бы 1,5 ГБ корпуса на диске.
#
# Строк только для слов, которые могут оказаться в ассете: поставляемый словарь плюс очередь.
# Слова с нулевой разговорной частотой пропущены.
# Источник: Tatoeba-v2026-07-08.tt.txt.gz OpenSubtitles-v2024.tt.txt.gz
# Базовый ассет: 2d98ed359aa11261a5042a13c5ca9459c6e365c6ab4bf0563d0e3604a7485cae
# Пересоздаётся: python3 research/corpus/measure_accept.py <tag> out/shipped-1.8.4 <корпуса>
word	conv_freq
бармакларына	3
бармакны	5
бармас	19
бармаса	4
бармасаң	5
бармаска	25
бармау	3
бармаячак	6
бармен	8
бармы	611
бармый	25
бармыйбыз	20
бармыйм	42
бармыйсыз	4
бармыйсың	19
бармыйсыңмы	4
бармыйчак	3
барнсны	4
барны	3
барның	6
барса	9
барсагыз	8
барсак	10
барсам	14
барсаң	26
барсы	4
барсын	11
бару	54
барудан	4
баруны	3
баручы	30
баруы	5
баруыбызны	13
баруыгызны	6
баруым	3
баруымны	8
баруын	9
баруыңны	10
барча	54
барчагыз	3
бары	258
барыбер	297
барыбыз	150
барыбызга	7
барыбызда	3
барыбыздан	3
барыбызны	22
барыбызның	12
барыгыз	174
барыгызга	11
барыгызны	11
барыгызның	4
барыйк	32
барыйм	8
барыла	5
барын	13
барына	3
барында	5
барыннан	38
барып	299
барыр	46
барырбыз	17
барырга	495
барыргамы	5
барырмын	20
барырсың	7
барысы	1193
барысын	662
барысына	79
барысында	13
барысыннан	23
барысының	23
барыш	4
барышны	7
барышы	5
барышын	9
барышында	11
бас	56
баса	45
басам	8
басар	9
басарга	29
басасың	3
баск	3
баскан	28
басканда	4
баскач	6
баскетбол	8
баскыч	14
баскычлар	4
баскычтан	29
баскычы	4
баскычында	3
басма	13
басмагыз	5
басмасаң	3
басмый	3
басса	4
бассагыз	3
бассейн	3
бассейнга	6
бассейнда	4
бассын	4
басты	25
бастылар	4
бастым	15
бастырган	3
бастырдым	3
бастырылу	5
бастырылулар	3
бастырып	6
бастырырга	8
бастың	8
басу	13
басудан	4
басулар	3
басуны	4
басучы	4
басыгыз	22
басыла	4
басылды	3
басылып	6
басым	36
басымның	3
басымы	9
басымын	5
басып	109
бат	3
бата	16
батальон	3
батам	5
батар	4
батарея	13
батареялар	5
батареяны	3
батачак	5
баткан	19
батканын	6
батмый	6
батты	4
баттым	7
баттың	5
батып	25
батыр	106
батыра	4
батырга	5
батырдан	3
батырлар	14
батырларча	5
батырлыгы	8
батырлык	14
батырчылык	23
батыры	3
батырып	3
бау	22
баулар	8
бауларны	4
бауларым	4
бауларың	3
бауны	12
бауның	3
баффалода	3
бах	4
баш	420
башваткыч	4
башка	784
башкала	3
башкалада	3
башкалар	155
башкаларга	39
башкаларда	4
башкалардан	17
башкаларны	31
башкаларның	27
башкаласы	42
башканы	8
башкара	23
башкарам	4
башкарасың	3
башкарган	10
башкарды	7
башкардым	3
башкардың	3
башкару	7
башкаруны	4
башкаручы	6
башкарыла	10
башкарылды	5
башкарып	18
башкарырга	14
башкасы	9
башкасын	6
башкача	97
башкачарак	4
башкисәре	4
башкисәрләр	4
башкорт	4
башла	26
башлавын	3
башлаган	41
башлаганда	5
башлаганнан	3
башлаганнар	5
башлаганчы	9
башлагач	15
башлагыз	18
башлады	290
башладыгыз	10
башладык	23
башладылар	31
башладым	91
башладың	36
башладыңмы	10
башлама	8
башламагыз	3
башламадык	3
башламаска	3
башлана	78
башланачак	22
башланган	12
башланганнан	3
башланганчы	5
башланганын	5
башлангач	5
башлангыч	30
башлангычы	27
башлангычына	3
башлангычында	4
башлангычыннан	4
башлангычының	4
башланды	82
башландымы	3
башланса	6
башлансын	9
башлануга	3
башлануын	3
башланыр	6
башланырга	3
башлап	36
башлар	26
башларбыз	7
башларга	72
башларсың	7
башлары	5
башларын	6
башларына	4
башласа	6
башласак	6
башласам	5
башласаң	7
башлау	15
башлауга	3
башлаячак	14
башлаячакбыз	3
башлы	18
башлыгы	19
башлыгының	3
башлый	72
башлыйбыз	28
башлыйк	42
башлыйлар	3
башлыйм	39
башлыйсы	3
башлыйсыз	4
башлыйсым	4
башлыйсың	7
башлыйчак	10
башлыйчакбыз	3
башлыйчаксың	3
башлык	10
башлыча	11
башмак	5
башмы	3
башны	13
башсыз	14
башта	207
баштагы	3
баштан	38
баштарак	6
башы	80
башыгыз	3
башыгызга	5
башыгызда	3
башыгызны	6
башым	29
башыма	29
башымда	14
башымнан	3
башымны	13
башын	59
башына	53
башында	45
башындагы	10
башыннан	23
башың	24
башыңа	18
башыңда	19
башыңнан	6
башыңны	25
баюы	4
бая	4
без	5226
безгә	1270
бездә	222
бездән	78
безне	767
безнеке	35
безнекеләр	7
безнекен	4
безнекеннән	5
безнең	1985
безнеңчә	3
бейкон	3
бейсбол	27
бекка	4
бекон	10
бел	41
беларусьта	3
белгертүче	3
белгертә	3
белгеч	24
белгече	14
белгечкә	3
белгечлек	5
белгечләр	6
белгечләре	4
белгән	124
белгәнгә	6
белгәндер	4
белгәнебез	4
белгәнегезчә	3
белгәнем	7
белгәнемчә	8
белгәнен	12
белгәнең	3
белгәнеңне	5
белгәнне	8
белгәннән	4
белгәннәр	8
белгәннәрдән	3
белгәннәре	3
белгәннәремне	4
белгәннәремнең	4
белгәннәреңне	4
белгәнсең	4
белгәнче	9
белгәнчә	3
белгәч	32
белде	19
белдегез	14
белдегезме	7
белдек	13
белделәр	4
белдем	94
белдерде	10
белдерер	3
белдерергә	6
белдерү	8
белдерүдә	3
белдерүне	4
белдерә	7
белдерәбез	4
белдерәм	3
белдең	65
белдеңме	25
белегез	12
белем	73
белемгә	3
белемдә	4
белеме	9
белемле	7
белемнәрен	3
белемсез	3
беленеп	3
беленми	3
беленә	7
белеп	69
белер	31
белербез	6
белергә	261
белерләр	5
белермен	5
белерсез	3
белерсең	15
белешергә	5
белешмә	4
белик	10
белим	25
белми	297
белмибез	79
белмидер	7
белмиләр	25
белмим	699
белмиме	9
белмисез	39
белмисезме	11
белмисең	109
белмисеңме	26
белмисеңмени	4
белмичә	14
белмәгән	96
белмәгәнгә	10
белмәгәнен	6
белмәгәнне	3
белмәде	11
белмәдегезме	11
белмәдек	7
белмәдем	72
белмәдең	11
белмәдеңме	9
белмәм	3
белмәмешкә	5
белмәс	38
белмәскә	4
белмәсә	6
белмәсәгез	3
белмәсәм	7
белмәсәң	22
белмәячәк	4
белмәячәкбез	6
белмәү	5
белсен	17
белсә	30
белсәгез	8
белсәләр	4
белсәм	26
белсәң	23
белү	51
белүгә	3
белүе	3
белүегезне	7
белүемчә	9
белүен	10
белүең	6
белүеңне	12
белүләрен	3
белүче	17
белүчеләр	8
белә	638
беләбез	124
беләдер	3
беләзәкләр	3
беләк	5
беләләр	26
беләләрме	3
беләм	1037
беләме	53
беләмме	11
беләмсең	3
белән	7656
беләндер	16
беләнме	50
беләсе	19
беләсебез	3
беләсегез	12
беләсез	132
беләсездер	8
беләсезме	222
беләсем	90
беләсең	379
беләсеңдер	10
беләсеңме	570
беләчәк	11
беләчәкбез	9
беләчәкләр	3
беләчәкмен	10
беләчәксез	3
беләчәксең	4
бензин	7
бенни	4
бер	3278
бераз	569
беразга	12
бераздан	7
бербер	6
бервакыт	28
бервакытта	8
бергер	3
бергә	381
бергәләп	38
бердә	4
бердәм	20
бердәмлеге	4
бердәмлек	7
бердәмлектә	3
бердән	10
бердәнбер	267
бере	4
беребез	35
беребезгә	15
беребезне	26
беребезнең	3
берегез	23
берегезгә	5
берегезне	10
беренче	597
беренчедән	36
беренчел	8
беренчелеге	4
беренчелегендә	7
беренчесе	10
беренчесен	4
берзаман	5
беркадәр	9
беркайда	13
беркайчан	685
беркатлы	18
беркатлылык	4
беркая	69
беркем	516
беркемгә	141
беркемдә	9
беркеме	3
беркемне	100
беркемнеке	5
беркемнең	23
беркемнән	5
беркетегез	3
беркетелгән	6
беркетеп	4
беркетергә	7
беркетмә	4
беркетмәсе	4
беркөн	3
беркөнне	22
берлек	5
берлектә	5
берләшеп	4
берләшергә	4
берләшмәсе	7
берләштереп	4
берләштерү	6
берләштерә	6
бернардны	3
берне	39
берни	279
бернигә	22
бернидән	3
берникадәр	15
бернинди	261
берничек	43
берничә	524
берничәне	3
берничәсен	5
бернишли	9
бернишләмәдем	8
бернишләп	4
бернәрсә	529
бернәрсәгә	48
бернәрсәдә	8
бернәрсәдән	9
бернәрсәм	3
бернәрсәне	37
бернәрсәсе	4
беррәттән	5
берсе	281
берсекөнгә	13
берсеме	6
берсен	87
берсендә	20
берсенең	4
берсеннән	7
берсенә	26
берсесе	5
берсүзсез	3
берта	3
бертигез	18
бертуган	6
бертуктаусыз	5
бертөрле	12
берчак	3
берьюлы	28
берүзе	29
берүзегез	3
берүзем	30
берүзең	8
берәмлеге	5
берәмлек	4
берәмлекләре	3
берәр	667
берәрегез	7
берәркем	8
берәрсе	54
берәрсен	9
берәрсенең	6
берәрсенә	4
берәү	92
берәүгә	4
берәүне	4
берөзлексез	4
бескар	7
бет	3
бета	3
бетеп	23
бетер	19
бетергесез	8
бетергән	18
бетергәннәр	3
бетергәнче	4
бетергәч	10
бетерде	32
бетердек	5
бетерделәр	4
бетердем	22
бетердең	4
бетердеңме	9
бетерегез	8
бетерелде	4
бетереп	12
бетерер	3
бетерергә	28
бетерик	6
бетерим	4
бетерми	8
бетермим	12
бетермисез	3
бетермисең	9
бетермә	3
бетермәгән	4
бетермәде	4
бетермәдем	15
бетерү	9
бетерә	30
бетерәм	7
бетерәчәк	5
бетерәчәкмен	3
бетешкән	3
беткән	75
беткәндер	3
беткәнен	4
беткәнне	4
беткәннәр	3
беткәнсең	3
беткәнче	5
беткәч	33
бетми	20
бетмибез	4
бетмим	5
бетмисең	4
бетмәгән	8
бетмәде	7
бетмәс	11
бетмәсен	3
бетмәячәк	3
бетон	5
бетсен	3
бетсә	5
бетте	183
беттек	15
беттеләр	3
беттем	15
беттеме	14
беттең	4
бетү	7
бетүе	3
бетүен	3
бетә	42
бетәр	16
бетәргә	3
бетәчәген	5
бетәчәк	45
би	13
биврёст	3
биге	3
бигрәк	81
бие	6
биегрәк	10
биедек	3
биек	43
биеклеге	10
биеклек	6
биеклекне	3
биеклектә	4
биеп	9
биергә	19
бизгәк	16
бизгәкне	4
бизе	3
бизи	4
бизмәне	4
бизнес	25
бизнесны	3
бизнесы	4
бизәге	3
бизәдем	3
бизәк	3
бизәкле	4
бизәлгән	7
бизәнү	6
бизәү	4
бии	22
биибез	3
биисең	3
бик	3224
бикле	17
бикләде	4
бикләделәр	3
бикләдем	6
бикләнгән	17
бикләнде	6
бикләнеп	4
бикләп	15
бикләргә	10
бикләү	4
бикә	5
бил	11
билбау	3
билге	31
билгеле	159
билгели	22
билгелим	4
билгеләгән	5
билгеләде	10
билгеләделәр	6
билгеләдем	6
билгеләмә	4
билгеләнгән	32
билгеләнде	6
билгеләнмәгән	4
билгеләнә	6
билгеләп	24
билгеләр	16
билгеләргә	16
билгеләре	6
билгеләрен	3
билгеләү	12
билгесе	39
билгесез	55
билгесен	11
билдән	3
билет	49
билетлар	20
билетларны	10
билетны	4
билеты	5
билетым	3
биләмәсе	4
биләп	9
бина	33
бинага	12
бинада	14
бинадан	5
биналар	4
бинаны	13
бинаның	8
бинар	3
бинасы	5
бинго	5
биниһая	4
бинтлар	4
био	3
биологик	9
биометрия	4
биопсия	4
бип	6
бир	397
биргән	91
биргәндә	7
биргәнемне	3
биргәнен	6
биргәнең	3
биргәнеңне	4
